#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.080516    0.080516           0
           2   0.0815827   0.0810493 0.000377124
           3   0.0718267   0.0779751  0.00252265
           4      0.0697   0.0759063  0.00260567
           5   0.0829227   0.0773096  0.00243323
           6   0.0704973   0.0761742  0.00227723
           7   0.0610427   0.0740126  0.00279556
           8   0.0730693   0.0738947   0.0024486
           9   0.0883893   0.0755052  0.00265384
          10   0.0669587   0.0746505  0.00252232
          11   0.0706813   0.0742897  0.00231869
          12   0.0659547   0.0735951  0.00222707
          13   0.0788507   0.0739994  0.00209213
          14   0.0571707   0.0727973  0.00226181
          15   0.0654453   0.0723072  0.00216347
          16   0.0677307   0.0720212  0.00204708
          17    0.059092   0.0712606  0.00206311
          18    0.067192   0.0710346  0.00196083
          19   0.0640827   0.0706687  0.00189146
          20    0.078008   0.0710357  0.00183214
          21    0.062724   0.0706399  0.00178714
          22   0.0759453    0.070881   0.0017221
          23   0.0598627    0.070402  0.00171256
          24   0.0679813   0.0703011  0.00164417
          25    0.056956   0.0697673   0.0016628
          26   0.0717573   0.0698438  0.00160061
          27   0.0806813   0.0702452  0.00159086
          28   0.0722387   0.0703164  0.00153563
          29   0.0736253   0.0704305  0.00148691
          30   0.0856147   0.0709367  0.00152106
          31     0.06776   0.0708342  0.00147544
          32    0.079624   0.0711089  0.00145467
          33   0.0713787   0.0711171  0.00141062
          34    0.067964   0.0710243  0.00137217
          35    0.059228   0.0706873  0.00137374
          36   0.0715693   0.0707118   0.0013358
          37   0.0500453   0.0701532  0.00141165
          38   0.0636547   0.0699822  0.00138482
          39    0.064328   0.0698372  0.00135688
          40   0.0645867    0.069706  0.00132929
          41   0.0674973   0.0696521  0.00129796
          42    0.070644   0.0696757  0.00126727
          43    0.071476   0.0697176  0.00123849
          44    0.064384   0.0695964  0.00121626
          45   0.0693987    0.069592  0.00118924
          46   0.0696333   0.0695929  0.00116339
          47    0.060204   0.0693931  0.00115566
          48    0.069076   0.0693865   0.0011316
          49   0.0705067   0.0694094  0.00110874
          50   0.0606267   0.0692337  0.00110039
