#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.846304   -0.846304           0
           2   -0.846981   -0.846643 0.000239473
           3   -0.848448   -0.847244 0.000516635
           4   -0.852525   -0.848565  0.00120722
           5   -0.846853   -0.848222  0.00101313
           6   -0.846056   -0.847861 0.000906337
           7   -0.847213   -0.847769 0.000781573
           8   -0.848461   -0.847855 0.000688654
           9   -0.847891   -0.847859 0.000612148
          10   -0.846456   -0.847719 0.000566789
          11   -0.852643   -0.848167 0.000669058
          12   -0.846608   -0.848037 0.000625782
          13   -0.849483   -0.848148 0.000587447
          14   -0.846469   -0.848028 0.000557588
          15   -0.850115   -0.848167 0.000537489
          16   -0.846256   -0.848048 0.000516997
          17   -0.851752   -0.848266 0.000530522
          18   -0.848909   -0.848301 0.000502253
          19   -0.848251   -0.848299 0.000475826
          20   -0.847979   -0.848283 0.000452303
          21    -0.84844    -0.84829 0.000430827
          22   -0.846395   -0.848204 0.000419771
          23   -0.846403   -0.848126 0.000408761
          24   -0.847459   -0.848098 0.000392673
          25   -0.849053   -0.848136 0.000378821
          26   -0.845693   -0.848042 0.000375721
          27   -0.847309   -0.848015 0.000362785
          28   -0.846285   -0.847953 0.000355048
          29   -0.846632   -0.847908 0.000345716
          30   -0.848147   -0.847916 0.000334284
          31   -0.849069   -0.847953 0.000325566
          32   -0.850448   -0.848031 0.000324595
          33   -0.850565   -0.848108 0.000323717
          34   -0.850891   -0.848189  0.00032438
          35     -0.8454    -0.84811 0.000324755
          36   -0.846501   -0.848065 0.000318793
          37   -0.847835   -0.848059 0.000310238
          38   -0.847784   -0.848052 0.000302158
          39   -0.852712   -0.848171  0.00031716
          40    -0.84732    -0.84815 0.000309944
          41   -0.850256   -0.848201 0.000306612
          42   -0.847048   -0.848174 0.000300539
          43   -0.850832   -0.848236  0.00029984
          44   -0.845637   -0.848177 0.000298784
          45   -0.848829   -0.848191 0.000292496
          46   -0.848131    -0.84819  0.00028614
          47   -0.852403   -0.848279 0.000293757
          48   -0.847693   -0.848267  0.00028789
          49   -0.847525   -0.848252 0.000282413
          50   -0.847075   -0.848228 0.000277745
